Date,Product_ID,Sales_Amount,Region,Sales_Rep
2024-03-01,160,442,West,David
2024-08-28,238,3382,East,Sarah
2023-02-04,282,4422,South,John
2024-02-22,179,3580,West,Alice
2023-10-31,192,3348,West,Alice
2024-04-07,125,3480,South,Alice
2024-05-21,150,1171,South,James
2024-05-17,233,4361,West,James
2023-12-11,135,1730,North,John
2024-09-18,203,4605,West,Sarah
2024-10-09,223,4207,North,Sarah
2023-06-03,243,1230,East,Sarah
2024-08-01,124,1140,South,Maria
2024-01-26,250,1090,West,James
2024-01-02,117,3863,East,James
2023-04-15,237,3965,East,James
2024-05-07,179,1562,West,Alice
2024-01-14,284,4161,West,Maria
2023-11-17,124,762,South,Maria
2023-05-10,203,3777,North,Ravi
2024-02-16,216,967,South,John
2024-12-24,243,1440,West,Alice
2023-04-24,245,3165,West,Alice
2023-03-02,193,3775,North,James
2023-03-17,192,3478,North,Ravi
2023-04-21,219,1917,South,John
2024-08-31,231,2096,North,Sarah
2023-01-17,241,1580,North,John
2023-06-10,230,267,North,David
2023-08-18,188,3273,North,Maria
2023-04-09,220,1156,North,John
2024-01-27,117,1228,South,Maria
2024-12-11,224,783,East,John
2023-03-19,175,978,North,Ravi
2024-02-26,172,2054,North,Ravi
2024-09-24,239,3825,East,Ravi
2024-09-10,225,567,West,Anita
2024-05-08,295,3763,North,Ravi
2024-07-28,262,1043,West,Sarah
2024-11-05,214,4240,West,Anita
2023-02-18,247,2601,East,Alice
2024-04-24,153,2086,East,Anita
2023-09-27,146,2884,West,David
2024-05-21,193,2472,East,Maria
2023-04-16,169,443,South,Alice
2023-03-10,196,3419,West,Maria
2023-01-21,211,4363,South,Anita
2023-01-08,185,265,West,Maria
2024-07-23,119,3480,East,David
2024-05-31,214,1586,South,David
2024-10-22,118,1160,East,Anita
2024-06-10,152,2705,South,Maria
2023-10-15,262,350,North,David
2024-07-02,278,4614,West,John
2023-11-14,116,4752,South,Alice
2023-07-27,128,3395,South,Anita
2024-11-22,246,3751,West,David
2024-10-23,106,1780,North,James
2024-06-25,208,4796,North,Maria
2024-04-01,201,1176,West,Maria
2023-02-07,197,1567,East,Alice
2024-08-12,251,1832,North,Maria
2023-07-24,232,1176,West,Anita
2023-04-22,109,2003,South,Sarah
2023-03-26,202,746,West,Anita
2023-09-23,215,3883,East,Alice
2024-09-30,245,2650,East,Anita
2024-08-09,237,4368,North,Anita
2023-11-30,180,4850,West,Ravi
2024-04-24,189,4606,North,Maria
2023-03-31,185,3893,South,Anita
2024-09-15,292,2433,East,Sarah
2023-12-09,135,341,East,Anita
2024-06-26,192,3590,West,Alice
2024-04-09,217,4363,North,Ravi
2023-07-13,242,2472,South,Anita
2024-10-09,194,1393,West,David
2024-09-02,126,3879,East,Sarah
2024-07-22,191,4207,East,David
2023-08-24,190,1026,West,John
2023-12-29,154,3408,South,Maria
2024-11-30,150,4463,East,James
2024-02-27,197,948,South,James
2024-08-13,210,3043,West,David
2024-07-03,136,1987,West,John
2023-09-23,115,4024,West,James
2024-02-26,272,4052,East,Maria
2023-02-26,237,1901,North,Maria
2024-05-28,252,1925,South,Alice
2023-10-13,236,1411,South,Maria
2023-05-15,256,3701,East,Anita
2024-01-09,205,2983,North,David
2023-03-07,196,1084,West,Maria
2023-03-30,238,4563,West,Sarah
2023-01-30,153,944,West,Ravi
2023-06-15,166,3105,North,Maria
2023-09-22,133,922,South,Ravi
2023-08-03,177,3286,North,Sarah
2024-02-15,299,3614,South,Alice
2023-11-27,235,4182,West,David
2023-05-21,152,4137,South,James
2023-03-29,172,1595,West,Anita
2024-08-25,219,4843,East,John
2024-02-07,104,540,North,Maria
2024-06-19,187,3504,East,John
2023-02-28,174,3197,West,Ravi
2024-07-16,265,450,South,David
2023-07-23,136,351,East,Maria
2023-07-23,114,1987,South,David
2024-04-30,218,4315,North,John
2024-11-29,131,2500,North,John
2024-03-25,285,3868,North,Sarah
2023-02-06,203,1987,South,David
2023-09-02,134,1478,North,John
2023-05-15,122,799,West,David
2023-04-16,294,872,East,David
2024-10-07,154,4611,West,Maria
2024-09-01,102,3111,West,Alice
2023-08-06,209,2746,East,Sarah
2024-04-27,300,3113,East,David
2023-01-24,273,549,West,John
2023-02-28,121,4519,South,Ravi
2023-05-24,163,3023,West,Anita
2024-05-06,209,3457,North,David
2023-10-03,281,1365,South,Maria
2023-12-14,176,3498,West,Maria
2023-01-19,171,4657,North,Alice
2023-08-04,257,1413,North,Maria
2023-08-15,134,3518,West,John
2023-12-08,144,3280,West,Alice
2024-04-06,218,4388,North,Anita
2024-02-18,137,3382,North,Alice
2023-05-12,108,1390,East,Anita
2024-09-19,164,506,South,Anita
2023-09-30,189,3673,North,David
2023-05-14,188,4886,South,David
2023-06-26,298,4648,East,Ravi
2023-05-29,254,921,South,Maria
2023-09-04,118,1506,North,Anita
2023-01-13,241,3103,North,Ravi
2023-01-15,234,1602,West,Alice
2024-06-19,116,4620,East,James
2023-04-04,205,2117,North,James
2023-06-11,220,3694,East,Anita
2024-07-19,270,4285,North,John
2023-10-08,210,2275,North,David
2024-07-01,151,1995,West,Maria
2023-03-10,293,2631,East,Ravi
2023-03-15,112,3905,South,Ravi
2023-09-12,214,3665,South,John
2024-01-16,157,702,West,Alice
2024-08-17,217,4403,South,Alice
2023-08-17,213,966,East,Alice
2024-11-24,213,2158,North,Alice
2023-07-25,290,4910,South,David
2023-11-14,226,2296,South,James
2024-08-30,251,4665,North,Anita
2024-12-29,298,694,East,Anita
2023-03-10,103,4970,East,David
2023-09-24,290,4195,South,Maria
2024-09-05,266,4483,North,Alice
2024-08-12,114,1958,West,Sarah
2024-03-10,234,772,North,Alice
2023-03-06,296,1233,West,Anita
2024-05-27,194,1610,East,John
2024-01-06,286,1027,North,John
2023-09-19,111,2715,East,Anita
2024-11-07,272,1328,North,Maria
2023-05-12,169,1291,West,Sarah
2024-07-26,270,1289,South,Ravi
2024-03-12,262,3127,East,James
2023-05-05,290,4775,West,Maria
2024-11-20,159,2282,South,Maria
2024-08-22,248,3917,North,Maria
2023-01-09,235,1825,West,David
2023-08-27,246,2062,North,James
2024-05-16,268,2886,North,Maria
2023-01-15,279,1678,South,John
2023-07-05,204,758,East,David
2023-01-07,109,299,East,Alice
2023-01-08,121,1113,North,Anita
2024-01-22,107,4295,South,Alice
2023-09-15,288,2605,North,Maria
2023-10-18,267,3040,West,Ravi
2024-09-01,223,4474,West,Sarah
2024-12-26,170,1161,North,Anita
2024-01-12,215,4546,South,Sarah
2024-10-30,124,1811,East,Alice
2024-01-26,225,904,South,David
2024-09-01,193,590,West,Maria
2023-12-05,230,1171,East,Anita
2024-10-01,180,4960,East,Ravi
2024-05-19,262,691,East,David
2023-06-23,217,1441,South,Ravi
2023-07-05,273,4008,North,Ravi
2024-11-17,275,2638,South,Sarah
2023-10-17,234,2734,West,James
2023-07-08,295,3362,East,James
2024-01-01,191,2029,West,Anita
2023-08-23,103,1264,South,Sarah
2023-03-29,186,3197,West,Sarah
2023-12-07,183,3197,North,James
2023-04-29,223,2862,South,David
2023-09-11,210,2174,East,Maria
2024-07-07,248,1178,West,Anita
2023-03-22,153,536,South,Maria
2023-02-15,294,3765,East,Maria
2023-12-10,238,850,North,Maria
2024-06-07,271,956,North,Anita
2023-10-25,136,807,South,Anita
2023-03-23,154,3766,West,Ravi
2023-11-30,296,2972,North,Anita
2024-04-09,293,2870,South,James
2023-04-27,187,1156,East,James
2024-03-03,295,727,West,Sarah
2024-12-26,265,945,South,David
2024-12-18,197,3527,North,David
2023-08-11,285,3311,South,Sarah
2024-07-03,144,4261,North,Ravi
2024-01-23,288,1912,West,Alice
2023-09-19,150,4715,West,Anita
2024-12-06,114,4700,East,Maria
2023-10-17,115,3044,East,Sarah
2023-06-28,233,525,East,James
2023-02-09,220,4768,East,Alice
2024-01-13,148,1667,South,John
2024-07-17,118,2052,West,Ravi
2024-09-20,139,2484,North,David
2023-04-04,227,1186,East,James
2024-10-25,210,1044,West,Ravi
2023-09-17,162,4444,East,Sarah
2024-03-23,156,3351,South,Ravi
2023-06-19,226,4200,West,Anita
2023-03-20,219,2273,North,Ravi
2024-10-22,133,3053,North,James
2023-05-09,194,4171,West,Sarah
2023-07-23,272,2592,East,John
2023-06-09,230,473,West,Sarah
2024-03-11,110,1268,East,Sarah
2024-08-22,267,2836,North,Maria
2024-01-22,223,4492,North,David
2023-02-25,103,4735,West,James
2024-07-07,295,3707,South,Maria
2024-03-26,261,1139,North,Alice
2023-05-14,292,4624,East,Maria
2023-11-24,271,4251,North,Alice
2023-01-30,264,2524,North,Ravi
2024-01-25,277,3230,West,John
2023-03-31,165,4724,North,Maria
2023-12-31,173,3613,West,David
2024-04-27,126,4284,West,John
2023-06-10,137,1563,East,David
2023-06-25,123,4391,East,James
2023-05-09,241,4477,West,Maria
2024-10-24,284,1226,East,John
2023-01-11,194,817,North,John
2024-03-25,288,3583,South,Anita
2023-10-06,163,4367,South,Maria
2024-11-25,190,4467,North,Maria
2023-12-29,134,2785,South,Ravi
2024-04-12,167,218,North,James
2024-11-12,125,2587,East,Ravi
2024-05-26,266,4827,West,Alice
2023-10-14,150,2697,North,David
2023-07-14,214,1754,North,Maria
2023-09-09,128,1173,East,James
2024-09-19,199,1558,East,Sarah
2024-12-19,245,3696,West,Maria
2024-06-20,228,684,West,Anita
2024-10-29,113,3546,South,Ravi
2024-11-17,220,3436,North,Anita
2024-10-14,108,1384,East,Anita
2023-12-08,166,4271,East,James
2024-09-26,288,3064,South,Alice
2024-02-27,210,780,South,Anita
2023-03-08,291,3987,South,Alice
2023-05-22,285,1737,West,David
2024-06-13,299,1355,North,Anita
2024-12-07,138,2792,West,John
2024-12-09,208,3659,North,James
2024-07-31,235,4347,East,John
2023-11-25,126,4356,East,David
2023-02-25,128,3653,North,John
2024-03-11,135,796,South,Sarah
2023-03-04,215,3832,South,Sarah
2023-05-26,157,4013,South,John
2024-06-05,297,4236,East,Maria
2023-09-24,101,531,East,Ravi
2024-10-21,104,2545,South,Sarah
2024-12-22,113,1444,West,Maria
2023-02-02,113,3125,West,Anita
2023-05-11,218,2091,South,Maria
2024-02-18,220,3980,South,John
2024-12-17,130,4895,South,David
2024-05-12,162,2525,South,Anita
2024-06-07,271,967,West,Maria
2023-05-17,260,2806,East,Anita
2023-01-10,122,4579,North,Sarah
2024-04-18,242,4337,North,Sarah
2024-09-30,298,1227,South,David
2023-05-04,161,1715,South,John
2023-08-21,147,2563,North,James
2023-11-08,292,3460,East,Anita
2023-10-24,201,4189,South,Sarah
2024-06-25,149,3378,West,David
2024-02-02,181,870,South,James
2023-03-24,145,4764,East,Sarah
2024-09-03,145,1737,West,Anita
2024-06-08,193,2299,South,John
2023-01-07,278,3677,West,Sarah
2024-09-02,124,4962,North,David
2024-02-28,143,327,North,Ravi
2023-06-03,121,2431,East,Alice
2024-05-14,149,3517,West,David
2023-10-25,152,416,South,James
2024-02-19,228,3185,East,Alice
2024-12-23,257,1798,South,Sarah
2023-07-16,196,2341,East,Anita
2024-02-20,287,1184,North,David
2023-02-13,105,3582,East,James
2023-08-29,110,3564,East,Alice
2024-05-06,168,1485,East,David
2023-10-18,297,358,East,Maria
2024-04-28,160,378,West,Sarah
2024-07-25,257,2955,North,Maria
2024-08-14,279,3997,East,Sarah
2024-06-09,171,2958,South,Anita
2024-03-27,274,3024,South,David
2024-02-16,122,2362,South,John
2023-10-03,207,2565,South,Alice
2023-05-18,117,3193,South,Sarah
2023-07-29,280,1458,North,Maria
2024-02-24,276,3672,South,Maria
2024-05-07,136,646,South,Maria
2024-01-07,181,2847,South,John
2024-04-14,210,3816,East,Ravi
2024-03-20,175,2084,North,Alice
2024-10-25,214,3461,West,Sarah
2023-05-13,204,3266,North,Ravi
2024-05-22,250,4480,East,David
2024-10-13,250,3400,West,Ravi
2023-07-22,133,2392,South,Alice
2023-01-25,109,1446,North,Maria
2024-05-11,141,1895,South,Alice
2023-02-10,269,1095,West,David
2023-01-18,176,870,South,Alice
2024-09-07,161,3051,South,Anita
2024-08-13,206,892,South,Anita
2024-01-15,208,1598,North,David
2024-10-17,153,1070,North,Alice
2023-04-01,160,4718,South,John
2023-11-03,149,4208,North,Alice
2023-08-10,148,1702,North,James
2024-06-11,265,4296,West,Sarah
2024-03-01,265,1792,East,Sarah
2024-04-28,153,1790,South,Ravi
2023-04-27,168,2735,East,Alice
2024-05-18,234,1524,East,Anita
2023-01-19,154,2544,West,John
2023-12-25,224,1787,South,Sarah
2024-01-29,224,4210,North,Maria
2023-04-13,188,2065,East,John
2024-04-27,177,993,East,Alice
2024-07-06,291,1132,West,David
2023-02-17,172,2060,South,Alice
2024-03-24,160,857,North,David
2024-02-22,208,4736,South,Anita
2023-02-13,291,4547,North,John
2023-07-02,165,2191,West,John
2024-01-13,187,4889,North,David
2023-10-07,175,339,West,John
2023-01-18,197,4496,South,James
2024-10-25,223,695,South,James
2023-04-04,293,3461,South,John
2023-11-17,270,1407,North,Alice
2024-06-13,220,3986,South,Anita
2023-06-19,239,4202,East,John
2023-12-19,251,1485,North,James
2024-02-04,292,204,North,Ravi
2024-11-26,107,3378,East,Sarah
2023-05-29,284,4225,South,James
2023-08-05,288,364,East,David
2024-01-04,139,3600,South,Alice
2023-07-05,247,3265,East,Maria
2024-06-29,192,858,South,Anita
2024-07-02,262,3481,South,David
2023-05-25,174,1434,North,Sarah
2023-01-09,184,4602,South,James
2023-08-25,134,896,North,Alice
2023-05-20,285,2068,North,Maria
2023-05-01,152,1277,West,Sarah
2024-11-30,164,3531,West,Anita
2023-05-28,150,3617,North,John
2023-06-27,133,2605,East,John
2023-12-02,149,325,East,Sarah
2024-08-03,216,1553,West,Sarah
2023-08-06,176,1029,South,Maria
2023-05-15,232,374,West,James
2024-12-02,177,2737,West,Sarah
2024-10-26,234,3843,East,Alice
2024-05-11,203,448,East,Ravi
2023-11-14,193,2078,East,Ravi
2024-10-15,170,631,North,Maria
2023-03-03,284,1984,North,Maria
2024-03-11,136,2735,North,Anita
2024-04-28,254,688,West,Ravi
2023-03-22,243,1004,South,Maria
2023-10-25,157,3694,South,Sarah
2023-08-04,221,1834,South,James
2024-01-31,250,3957,West,Sarah
2024-06-26,144,1930,West,Alice
2024-04-14,136,1494,North,Alice
2023-08-05,222,3648,West,Maria
2024-06-17,230,4600,East,Ravi
2023-02-26,114,3691,West,Sarah
2024-02-08,138,4581,North,Maria
2023-07-18,225,3511,South,Sarah
2023-12-26,153,2697,North,Alice
2024-07-03,250,238,West,James
2023-05-14,266,3162,West,Anita
2024-10-20,258,203,West,Sarah
2023-09-15,244,3797,East,Maria
2024-06-09,292,733,North,Maria
2024-09-17,153,3561,East,John
2023-11-20,254,926,West,Anita
2024-05-07,149,4185,North,James
2023-10-21,194,1722,North,David
2023-05-27,223,2411,South,Anita
2024-11-28,125,3348,North,David
2023-12-17,288,3081,South,David
2024-03-26,275,3824,East,John
2024-07-06,250,4374,North,James
2023-12-17,255,2752,North,John
2024-06-07,181,1942,East,Anita
2023-07-21,143,3414,North,John
2024-09-27,240,4686,West,Alice
2024-04-06,214,331,West,Alice
2023-12-19,111,2117,West,Sarah
2023-06-02,292,899,North,Maria
2024-06-30,296,3957,North,Maria
2024-09-25,229,4321,North,David
2024-10-03,211,3822,South,Maria
2023-06-17,112,3384,East,Ravi
2023-05-18,132,4511,East,Maria
2024-02-25,259,2664,North,Anita
2024-06-22,119,3453,North,Ravi
2024-01-12,252,3418,West,Sarah
2024-04-19,256,1643,West,James
2024-05-10,126,1796,East,Sarah
2023-05-31,247,3928,North,John
2023-12-08,256,4293,East,Maria
2023-01-03,227,3430,West,John
2023-10-07,256,345,West,John
2023-03-11,121,1142,North,Ravi
2023-05-01,261,862,South,Ravi
2023-05-14,294,2227,South,Alice
2023-01-27,141,248,North,John
2024-06-15,115,2788,South,Sarah
2023-05-21,180,1799,South,Anita
2024-12-13,188,2047,South,Maria
2023-07-05,207,1369,West,John
2023-12-03,243,1495,East,Alice
2024-11-06,188,2234,South,James
2024-09-08,197,1507,North,Ravi
2023-03-08,208,2306,South,Ravi
2023-09-18,141,2308,North,Anita
2023-03-13,128,1829,West,Anita
2024-05-03,179,3105,South,Alice
2023-05-05,167,3769,South,Maria
2024-07-18,258,4657,East,Alice
2023-04-06,113,924,West,James
2024-10-29,180,1690,West,Maria
2023-10-18,198,2455,East,John
2023-11-10,297,4671,South,Alice
2023-05-07,266,720,East,Ravi
2024-10-28,232,3404,North,Anita
2024-06-10,140,1516,East,Sarah
2024-12-14,205,1759,West,John
2024-01-17,241,4391,South,John
2024-02-04,196,1533,West,Alice
2023-07-23,169,3724,South,Alice
2024-01-26,144,2053,South,John
2023-03-05,120,857,North,Sarah
2024-05-16,103,1794,South,James
2024-03-21,255,637,South,Anita
2023-09-09,285,2321,North,Sarah
2024-01-18,266,761,East,Ravi
2023-09-26,143,1865,South,Sarah
2024-10-02,187,2581,North,Ravi
2024-10-07,271,3833,North,James
2024-03-02,297,2719,South,David
2023-03-26,157,955,South,Sarah
2024-03-09,265,1452,North,David
2024-03-12,251,534,East,Ravi
2024-07-27,293,3498,East,Ravi
2024-09-22,140,4354,South,Anita
2024-07-25,282,1832,West,John
2023-04-27,149,2469,South,Sarah
2024-09-29,173,869,West,David
2024-07-04,126,4803,East,Maria
2023-09-14,111,1588,East,John
2024-03-16,242,3482,West,Alice
2024-10-13,207,761,East,Sarah
2023-08-20,149,1367,West,Anita
2024-02-28,233,2326,West,James
2023-06-24,268,2250,South,James
2024-04-19,146,4119,South,Anita
2023-12-27,111,2684,West,Sarah
2023-03-10,124,3952,East,Sarah
2023-01-21,166,3806,West,Anita
2023-05-05,178,2287,North,Alice
2023-02-13,148,1625,West,David
2023-12-08,164,4181,North,David
2024-07-18,284,2467,West,Anita
2024-04-16,223,234,North,John
2023-01-28,216,4140,West,Ravi
2024-03-13,191,4136,East,Anita
2023-01-24,185,2058,West,John
2023-02-10,241,4494,East,Maria
2023-08-04,224,4727,South,Anita
2024-01-28,277,4706,West,Ravi
2023-04-05,266,3627,South,Maria
2023-09-22,254,1673,West,Alice
2024-04-29,239,1528,East,Sarah
2024-03-17,164,1520,South,Alice
2024-05-25,187,3045,South,Sarah
2024-03-26,224,3556,East,Ravi
2024-07-22,254,2441,East,David
2023-11-13,213,2184,North,David
2024-02-08,177,3328,North,Sarah
2024-01-19,117,1270,North,Maria
2024-08-13,175,2811,West,Maria
2024-05-05,221,4762,South,Ravi
2024-12-23,156,243,West,Anita
2023-03-15,298,3122,West,Alice
2023-07-22,283,1556,West,Ravi
2023-03-18,224,4830,East,Alice
2024-10-05,267,4409,North,Alice
2023-11-14,124,2955,North,James
2023-07-16,262,673,North,John
2024-02-16,230,2340,North,David
2023-08-31,155,3635,East,Sarah
2023-05-27,138,2968,North,David
2023-09-22,132,1495,North,Sarah
2024-11-11,264,1684,East,Sarah
2023-03-06,171,2215,West,David
2023-10-26,204,4115,North,Alice
2024-07-23,144,718,North,Anita
2023-01-18,136,4634,South,Ravi
2024-09-30,145,4650,West,Maria
2024-12-06,134,1195,South,Anita
2023-03-24,176,966,West,John
2024-02-14,116,821,South,Sarah
2024-05-01,212,3324,North,Sarah
2023-08-11,117,1135,West,Maria
2023-01-07,295,4511,South,Anita
2024-03-01,124,1245,South,David
2024-05-20,142,1931,South,Maria
2024-12-22,293,3581,West,Sarah
2024-04-02,142,4095,North,Sarah
2024-02-25,105,3196,West,Alice
2023-02-04,212,3315,East,James
2024-03-18,265,3701,West,Alice
2024-05-26,295,2162,East,Alice
2023-06-09,151,2796,East,Sarah
2024-05-18,206,4619,West,Maria
2024-08-22,272,289,South,Sarah
2023-09-24,113,1522,South,Sarah
2023-07-05,215,935,North,Sarah
2024-03-20,188,2050,North,Ravi
2024-06-08,207,2764,West,Anita
2024-07-31,262,3926,West,Maria
2024-09-23,178,3879,North,James
2024-05-09,181,2401,East,Ravi
2024-09-06,207,565,South,James
2024-05-04,284,418,West,Ravi
2023-05-17,249,2908,South,John
2024-07-14,300,365,East,Anita
2024-12-05,225,3633,South,Maria
2023-09-02,200,3239,North,Alice
2023-10-17,279,1917,East,Sarah
2024-06-16,149,3281,East,Alice
2024-03-21,195,3347,South,David
2023-06-13,224,1442,North,Anita
2024-04-26,133,4589,West,Ravi
2024-04-30,254,2587,North,James
2024-12-25,249,2636,West,Anita
2023-12-05,176,3808,South,Anita
2023-04-03,143,2114,West,James
2023-07-21,102,4875,East,John
2023-06-13,256,4883,East,Anita
2023-10-23,130,389,North,Ravi
2024-01-11,238,1395,North,David
2023-03-10,179,2578,North,David
2024-07-24,179,977,West,James
2023-09-01,129,3123,West,John
2023-08-06,191,2403,South,Sarah
2024-06-14,261,2259,East,Anita
2023-07-08,235,2326,East,Sarah
2023-08-27,124,1532,North,Ravi
2024-04-10,119,3548,North,Sarah
2023-02-16,116,958,North,Ravi
2024-12-07,109,1317,West,Maria
2023-09-04,206,2914,North,Alice
2024-06-23,211,638,West,Alice
2023-03-11,240,3747,East,Sarah
2024-02-02,157,4770,West,Anita
2024-05-30,107,3890,West,Sarah
2024-09-20,292,4138,North,James
2023-11-19,165,3773,West,James
2024-12-08,164,1233,East,James
2023-11-05,210,4127,North,James
2023-07-14,295,3385,West,Sarah
2023-08-03,273,4249,North,Sarah
2023-03-31,274,4495,South,Sarah
2023-10-22,138,4086,South,Anita
2023-01-28,105,960,South,Ravi
2024-09-05,280,606,North,Maria
2023-07-08,290,3298,West,Alice
2024-04-18,192,2946,West,Anita
2024-04-21,149,4837,East,Anita
2023-12-04,223,476,West,Sarah
2024-03-06,299,4037,North,Anita
2023-05-06,231,4621,North,Ravi
2023-09-24,271,1211,East,Alice
2023-11-19,139,772,East,David
2024-08-20,168,3728,South,James
2024-12-06,247,666,West,Alice
2023-05-25,152,535,East,Anita
2023-08-31,101,3904,South,Anita
2023-06-22,133,3936,North,Anita
2024-09-08,276,1957,East,Sarah
2024-01-09,143,595,East,Anita
2024-01-26,183,2980,South,Sarah
2023-01-29,155,4949,East,Anita
2023-03-27,200,4234,East,Sarah
2023-03-24,172,826,North,Maria
2024-02-20,260,793,West,Anita
2024-09-24,166,3868,North,Anita
2024-07-25,229,1514,West,James
2024-08-21,238,2086,West,John
2023-07-31,229,3679,South,David
2023-09-28,198,3186,South,David
2024-12-03,159,3875,West,Ravi
2023-07-09,110,285,North,John
2024-06-08,224,3975,South,John
2024-05-27,138,1714,North,James
2023-03-30,258,4057,East,Anita
2023-04-18,172,2705,West,James
2023-06-04,181,3465,West,Ravi
2023-12-19,154,4555,North,John
2024-04-06,277,2811,East,Alice
2023-08-28,159,2798,West,Anita
2023-08-04,293,3799,East,John
2023-04-23,175,4521,West,Sarah
2023-04-01,190,4162,North,David
2024-03-12,253,1340,West,David
2023-10-05,154,3207,South,Ravi
2024-04-23,272,693,East,Alice
2024-07-20,242,2183,South,Sarah
2024-09-20,223,2411,West,David
2024-01-27,275,3463,North,David
2023-11-13,276,4144,South,Sarah
2024-11-23,219,927,West,Maria
2024-12-07,168,4451,West,David
2023-03-01,149,968,North,John
2023-04-03,202,1596,West,Sarah
2023-07-21,254,1125,East,Sarah
2023-06-20,247,3196,West,Ravi
2023-01-08,257,3980,North,Sarah
2024-10-28,158,2318,East,Maria
2024-03-08,167,4525,East,Maria
2024-10-14,259,901,South,David
2023-09-06,131,3806,South,Maria
2024-08-14,196,4144,North,John
2023-04-20,119,1272,West,Alice
2023-02-17,104,4940,South,David
2023-10-09,271,2771,East,John
2023-11-22,182,4688,South,Ravi
2023-05-24,112,3742,North,Alice
2024-02-12,101,4117,North,David
2023-08-18,167,773,West,Maria
2023-07-11,165,2289,East,David
2024-01-24,131,1764,East,David
2024-12-13,150,4340,West,Maria
2023-05-21,236,298,East,Maria
2024-10-19,299,1809,South,Ravi
2023-07-24,190,2670,East,Maria
2024-11-12,205,280,East,Ravi
2024-05-19,202,3095,East,Maria
2024-12-15,119,1635,West,Alice
2024-06-12,245,4293,West,James
2023-09-03,143,506,South,John
2024-03-08,142,878,East,James
2023-03-22,266,3688,North,Alice
2024-03-24,199,4824,West,James
2023-09-12,130,2092,North,Sarah
2023-05-22,128,2315,West,John
2024-02-09,118,3278,North,Sarah
2023-01-20,119,2690,South,Sarah
2024-11-30,192,2221,North,Ravi
2024-04-04,198,856,North,Maria
2024-12-12,133,1790,South,John
2023-09-03,167,646,East,Maria
2023-06-04,187,4034,West,Sarah
2024-08-03,289,3280,West,Sarah
2023-07-29,134,5000,South,Sarah
2023-03-26,184,1632,South,Maria
2023-06-27,144,4075,West,Anita
2024-03-11,213,1931,South,Ravi
2024-05-15,223,1456,North,James
2024-02-02,230,3161,North,Maria
2024-10-01,248,1905,East,John
2023-02-07,239,4367,East,Maria
2024-10-03,150,4269,North,David
2024-12-24,155,2769,South,Ravi
2023-08-04,119,4907,North,James
2023-11-08,296,1597,South,David
2023-08-20,140,4811,West,Sarah
2023-09-21,168,466,North,John
2023-04-02,103,3200,North,Ravi
2024-10-13,273,4738,West,Alice
2023-03-28,109,4110,South,Ravi
2024-09-05,163,4089,East,John
2023-08-12,102,4207,South,Maria
2024-06-26,233,2996,West,Sarah
2023-08-01,124,501,East,Maria
2023-04-03,231,2033,West,Anita
2024-02-05,261,500,North,John
2024-01-09,213,3196,North,James
2023-11-24,288,324,South,Ravi
2023-01-01,300,4273,East,James
2024-07-02,247,2230,North,John
2024-03-08,127,3952,South,John
2024-04-30,115,664,West,Sarah
2023-02-26,185,3633,South,John
2024-03-25,106,3810,South,James
2023-11-14,128,4852,West,Ravi
2023-07-15,218,2505,East,Maria
2023-12-12,295,1151,North,Anita
2023-11-08,211,3217,East,Sarah
2024-08-05,201,421,West,Alice
2023-05-29,253,3064,East,Ravi
2023-01-03,138,4279,East,Anita
2023-11-07,126,4630,East,Sarah
2024-12-28,285,4521,North,Ravi
2024-05-04,173,443,West,James
2023-03-16,198,3875,South,Maria
2023-11-01,232,4604,West,Sarah
2023-10-20,157,1198,North,Anita
2024-03-16,290,3605,West,Ravi
2024-02-07,280,4411,South,Ravi
2024-01-20,219,280,East,John
2023-10-15,150,1085,East,Ravi
2023-06-22,220,4324,North,Anita
2023-04-18,101,4538,North,John
2023-07-05,300,2921,South,John
2023-07-11,195,3153,South,David
2023-05-24,185,4401,South,Alice
2024-06-27,219,4830,North,Alice
2024-07-18,114,3744,North,Anita
2023-09-21,150,3184,South,Maria
2024-05-19,131,4478,South,John
2024-07-03,147,878,South,James
2023-07-19,200,4914,East,James
2024-01-13,173,4685,West,David
2023-10-03,149,4581,East,James
2024-10-20,221,2356,East,Anita
2023-09-29,138,3519,East,James
2023-11-06,240,3010,South,Alice
2024-02-07,287,241,East,David
2024-11-26,164,2785,West,James
2024-08-28,192,2161,South,Ravi
2023-02-20,183,2059,South,David
2024-12-09,242,321,East,James
2024-01-17,142,274,East,David
2024-05-12,205,3704,West,Alice
2024-10-14,207,355,South,James
2024-04-10,174,3530,South,James
2024-07-25,230,4920,North,Anita
2024-02-22,219,1761,North,Anita
2023-01-12,182,3390,South,Ravi
2024-07-25,158,2382,West,John
2023-06-19,184,1395,West,Maria
2023-08-03,199,845,East,James
2024-01-09,282,922,East,John
2023-01-18,190,912,South,Sarah
2023-09-04,253,4094,South,John
2024-10-22,113,3265,West,James
2023-05-07,225,3395,West,Anita
2024-10-07,125,2406,North,Anita
2024-11-19,178,2939,South,James
2023-04-03,202,3220,South,David
2023-11-03,294,2248,North,Ravi
2023-10-17,208,368,South,James
2024-09-21,296,806,South,Ravi
2024-09-11,275,3544,East,John
2024-10-06,242,4907,East,Alice
2024-07-29,146,1121,West,Anita
2024-08-02,235,1414,West,Maria
2023-07-16,109,3596,North,James
2023-11-17,199,2374,North,Anita
2023-09-05,141,1939,South,Maria
